Device Time, Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Mass Air Flow Rate(g/s),Throttle Position(Manifold)(%),Timing Advance(°)
31-maj-2017 08:20:54.396,14.64257717,1994.75,18.75,11.76470566,21.5
31-maj-2017 08:20:54.496,14.64257717,1994.75,18.75,11.76470566,21.5
31-maj-2017 08:20:54.597,14.64257717,1994.75,18.75,11.76470566,21.5
31-maj-2017 08:20:54.696,14.64257717,1994.75,18.75,11.76470566,21.5
31-maj-2017 08:20:54.797,14.84714413,1994.75,18.75,11.76470566,21.5
31-maj-2017 08:20:54.898,14.84714413,1994.75,18.75,11.76470566,21.5
31-maj-2017 08:20:54.997,14.84714413,1994.75,19.25,11.76470566,21.5
31-maj-2017 08:20:55.096,14.84714413,1994.75,19.25,11.76470566,21.5
31-maj-2017 08:20:55.197,14.84714413,2019.5,19.25,11.76470566,21.5
31-maj-2017 08:20:55.297,14.84714413,2019.5,19.25,11.76470566,21
31-maj-2017 08:20:55.396,14.84714413,2019.5,19.25,11.76470566,21
31-maj-2017 08:20:55.496,14.84714413,2019.5,19.25,13.33333397,21
31-maj-2017 08:20:55.597,14.84714413,2019.5,19.25,13.33333397,21
31-maj-2017 08:20:55.698,14.84714413,2019.5,19.25,13.33333397,21
31-maj-2017 08:20:55.797,14.99428654,2019.5,19.25,13.33333397,21
31-maj-2017 08:20:55.895,14.99428654,2019.5,21.25,13.33333397,21
31-maj-2017 08:20:55.996,14.99428654,2019.5,21.25,13.33333397,21
31-maj-2017 08:20:56.097,14.99428654,2052,21.25,13.33333397,21
31-maj-2017 08:20:56.197,14.99428654,2052,21.25,13.33333397,21
31-maj-2017 08:20:56.298,14.99428654,2052,21.25,13.33333397,21
31-maj-2017 08:20:56.396,14.99428654,2052,21.25,12.94117641,21
31-maj-2017 08:20:56.496,14.99428654,2052,21.25,12.94117641,21
31-maj-2017 08:20:56.598,14.99428654,2052,21.25,12.94117641,21
31-maj-2017 08:20:56.697,14.45954514,2052,21.25,12.94117641,21
31-maj-2017 08:20:56.796,14.45954514,2052,21.25,12.94117641,21
31-maj-2017 08:20:56.896,14.45954514,2052,20.25,12.94117641,21
31-maj-2017 08:20:56.996,14.45954514,2052,20.25,12.94117641,21
31-maj-2017 08:20:57.098,14.45954514,2105.5,20.25,12.94117641,21
31-maj-2017 08:20:57.196,14.45954514,2105.5,20.25,12.94117641,-7.5
31-maj-2017 08:20:57.296,14.45954514,2105.5,20.25,12.94117641,-7.5
31-maj-2017 08:20:57.396,14.45954514,2105.5,20.25,2.74509811,-7.5
31-maj-2017 08:20:57.496,14.45954514,2105.5,20.25,2.74509811,-7.5
31-maj-2017 08:20:57.598,14.45954514,2105.5,20.25,2.74509811,-7.5
31-maj-2017 08:20:57.697,11.26904297,2105.5,20.25,2.74509811,-7.5
31-maj-2017 08:20:57.799,11.26904297,2105.5,8.25,2.74509811,-7.5
31-maj-2017 08:20:57.896,11.26904297,2105.5,8.25,2.74509811,-7.5
31-maj-2017 08:20:57.998,11.26904297,1436.25,8.25,2.74509811,-7.5
31-maj-2017 08:20:58.096,11.26904297,1436.25,8.25,2.74509811,-7.5
31-maj-2017 08:20:58.198,11.26904297,1436.25,8.25,2.74509811,20
31-maj-2017 08:20:58.298,11.26904297,1436.25,8.25,4.70588255,20
31-maj-2017 08:20:58.395,11.26904297,1436.25,8.25,4.70588255,20
31-maj-2017 08:20:58.496,11.26904297,1436.25,8.25,4.70588255,20
31-maj-2017 08:20:58.596,13.62692738,1436.25,8.25,4.70588255,20
31-maj-2017 08:20:58.696,13.62692738,1436.25,8.25,4.70588255,20
31-maj-2017 08:20:58.797,13.62692738,1436.25,9.75,4.70588255,20
31-maj-2017 08:20:58.897,13.62692738,1436.25,9.75,4.70588255,20
31-maj-2017 08:20:58.997,13.62692738,1650.75,9.75,4.70588255,20
31-maj-2017 08:20:59.096,13.62692738,1650.75,9.75,4.70588255,18.5
31-maj-2017 08:20:59.196,13.62692738,1650.75,9.75,4.70588255,18.5
31-maj-2017 08:20:59.297,13.62692738,1650.75,9.75,7.84313726,18.5
31-maj-2017 08:20:59.396,13.62692738,1650.75,9.75,7.84313726,18.5
31-maj-2017 08:20:59.496,13.62692738,1650.75,9.75,7.84313726,18.5
31-maj-2017 08:20:59.598,16.32216835,1650.75,9.75,7.84313726,18.5
31-maj-2017 08:20:59.698,16.32216835,1650.75,9.75,7.84313726,18.5
31-maj-2017 08:20:59.797,16.32216835,1650.75,11.5,7.84313726,18.5
31-maj-2017 08:20:59.896,16.32216835,1630.25,11.5,7.84313726,18.5
31-maj-2017 08:20:59.995,16.32216835,1630.25,11.5,7.84313726,18.5
31-maj-2017 08:21:00.096,16.32216835,1630.25,11.5,7.84313726,18.5
31-maj-2017 08:21:00.196,16.32216835,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.298,16.32216835,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.396,16.32216835,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.496,16.32216835,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.596,14.7968998,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.698,14.7968998,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.797,14.7968998,1630.25,11.5,7.45098066,18.5
31-maj-2017 08:21:00.906,14.7968998,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:00.999,14.7968998,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:01.099,14.7968998,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:01.198,14.7968998,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:01.297,14.7968998,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:01.396,14.7968998,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:01.496,14.36623478,1628,11.5,7.45098066,18.5
31-maj-2017 08:21:01.596,14.36623478,1628,8.25,7.45098066,18.5
31-maj-2017 08:21:01.698,14.36623478,1628,8.25,7.45098066,18.5
31-maj-2017 08:21:01.795,14.36623478,1620.5,8.25,7.45098066,18.5
31-maj-2017 08:21:01.896,14.36623478,1620.5,8.25,7.45098066,18.5
31-maj-2017 08:21:01.997,14.36623478,1620.5,8.25,7.45098066,18.5
31-maj-2017 08:21:02.096,14.36623478,1620.5,8.25,4.70588255,18.5
31-maj-2017 08:21:02.196,14.36623478,1620.5,8.25,4.70588255,18.5
31-maj-2017 08:21:02.296,14.36623478,1620.5,8.25,4.70588255,18.5
31-maj-2017 08:21:02.395,13.22856426,1620.5,8.25,4.70588255,18.5
31-maj-2017 08:21:02.495,13.22856426,1620.5,8.25,4.70588255,18.5
31-maj-2017 08:21:02.596,13.22856426,1620.5,7,4.70588255,18.5
31-maj-2017 08:21:02.696,13.22856426,1606.25,7,4.70588255,18.5
31-maj-2017 08:21:02.799,13.22856426,1606.25,7,4.70588255,18.5
31-maj-2017 08:21:02.897,13.22856426,1606.25,7,4.70588255,18.5
31-maj-2017 08:21:02.996,13.22856426,1606.25,7,3.52941179,18.5
31-maj-2017 08:21:03.097,13.22856426,1606.25,7,3.52941179,18.5
31-maj-2017 08:21:03.197,13.22856426,1606.25,7,3.52941179,18.5
31-maj-2017 08:21:03.296,15.19885254,1606.25,7,3.52941179,18.5
31-maj-2017 08:21:03.396,15.19885254,1606.25,7,3.52941179,18.5
31-maj-2017 08:21:03.496,15.19885254,1606.25,4.75,3.52941179,18.5
31-maj-2017 08:21:03.599,15.19885254,1573,4.75,3.52941179,18.5
31-maj-2017 08:21:03.698,15.19885254,1573,4.75,3.52941179,18.5
31-maj-2017 08:21:03.796,15.19885254,1573,4.75,3.52941179,3.5
31-maj-2017 08:21:03.897,15.19885254,1573,4.75,3.52941179,3.5
31-maj-2017 08:21:03.996,15.19885254,1573,4.75,2.35294127,3.5
31-maj-2017 08:21:04.096,15.19885254,1573,4.75,2.35294127,3.5
31-maj-2017 08:21:04.196,15.19885254,1573,4.75,2.35294127,3.5
31-maj-2017 08:21:04.297,15.10913086,1573,4.75,2.35294127,3.5
31-maj-2017 08:21:04.396,15.10913086,1573,4.25,2.35294127,3.5
31-maj-2017 08:21:04.495,15.10913086,1573,4.25,2.35294127,3.5
31-maj-2017 08:21:04.596,15.10913086,1514.75,4.25,2.35294127,3.5
31-maj-2017 08:21:04.697,15.10913086,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:04.796,15.10913086,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:04.896,15.10913086,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:04.998,15.10913086,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:05.098,15.10913086,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:05.198,15.37470722,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:05.298,15.37470722,1514.75,4.25,2.35294127,6.5
31-maj-2017 08:21:05.397,15.37470722,1514.75,4,2.35294127,6.5
31-maj-2017 08:21:05.496,15.37470722,1482,4,2.35294127,6.5
31-maj-2017 08:21:05.595,15.37470722,1482,4,2.35294127,6.5
31-maj-2017 08:21:05.695,15.37470722,1482,4,2.35294127,4.5
31-maj-2017 08:21:05.795,15.37470722,1482,4,2.35294127,4.5
31-maj-2017 08:21:05.896,15.37470722,1482,4,1.96078432,4.5
31-maj-2017 08:21:05.997,15.37470722,1482,4,1.96078432,4.5
31-maj-2017 08:21:06.097,15.37470722,1482,4,1.96078432,4.5
31-maj-2017 08:21:06.196,15.69411564,1482,4,1.96078432,4.5
31-maj-2017 08:21:06.295,15.69411564,1482,4.25,1.96078432,4.5
31-maj-2017 08:21:06.396,15.69411564,1482,4.25,1.96078432,4.5
31-maj-2017 08:21:06.495,15.69411564,1196.75,4.25,1.96078432,4.5
31-maj-2017 08:21:06.595,15.69411564,1196.75,4.25,1.96078432,4.5
31-maj-2017 08:21:06.697,15.69411564,1196.75,4.25,1.96078432,11
31-maj-2017 08:21:06.797,15.69411564,1196.75,4.25,2.35294127,11
31-maj-2017 08:21:06.895,15.69411564,1196.75,4.25,2.35294127,11
31-maj-2017 08:21:06.997,15.69411564,1196.75,4.25,2.35294127,11
31-maj-2017 08:21:07.097,15.17014122,1196.75,4.25,2.35294127,11
31-maj-2017 08:21:07.197,15.17014122,1196.75,4.25,2.35294127,11
31-maj-2017 08:21:07.295,15.17014122,1196.75,3.75,2.35294127,11
31-maj-2017 08:21:07.396,15.17014122,1196.75,3.75,2.35294127,11
31-maj-2017 08:21:07.495,15.17014122,930,3.75,2.35294127,11
31-maj-2017 08:21:07.597,15.17014122,930,3.75,2.35294127,15.5
31-maj-2017 08:21:07.697,15.17014122,930,3.75,2.35294127,15.5
31-maj-2017 08:21:07.796,15.17014122,930,3.75,3.92156863,15.5
31-maj-2017 08:21:07.899,15.17014122,930,3.75,3.92156863,15.5
31-maj-2017 08:21:07.996,15.17014122,930,3.75,3.92156863,15.5
31-maj-2017 08:21:08.097,13.3182869,930,3.75,3.92156863,15.5
31-maj-2017 08:21:08.196,13.3182869,930,3.75,3.92156863,15.5
31-maj-2017 08:21:08.295,13.3182869,930,4.5,3.92156863,15.5
31-maj-2017 08:21:08.396,13.3182869,930,4.5,3.92156863,15.5
31-maj-2017 08:21:08.495,13.3182869,1616.5,4.5,3.92156863,15.5
31-maj-2017 08:21:08.596,13.3182869,1616.5,4.5,3.92156863,23
31-maj-2017 08:21:08.698,13.3182869,1616.5,4.5,3.92156863,23
31-maj-2017 08:21:08.796,13.3182869,1616.5,4.5,2.74509811,23
31-maj-2017 08:21:08.895,13.3182869,1616.5,4.5,2.74509811,23
31-maj-2017 08:21:08.996,13.3182869,1616.5,4.5,2.74509811,23
31-maj-2017 08:21:09.097,14.64257717,1616.5,4.5,2.74509811,23
31-maj-2017 08:21:09.198,14.64257717,1616.5,4,2.74509811,23
31-maj-2017 08:21:09.297,14.64257717,1616.5,4,2.74509811,23
31-maj-2017 08:21:09.398,14.64257717,1560,4,2.74509811,23
31-maj-2017 08:21:09.495,14.64257717,1560,4,2.74509811,23
31-maj-2017 08:21:09.596,14.64257717,1560,4,2.74509811,22.5
31-maj-2017 08:21:09.698,14.64257717,1560,4,3.52941179,22.5
31-maj-2017 08:21:09.796,14.64257717,1560,4,3.52941179,22.5
31-maj-2017 08:21:09.896,14.64257717,1560,4,3.52941179,22.5
31-maj-2017 08:21:09.997,15.40341759,1560,4,3.52941179,22.5
31-maj-2017 08:21:10.096,15.40341759,1560,4,3.52941179,22.5
31-maj-2017 08:21:10.196,15.40341759,1560,4,3.52941179,22.5
31-maj-2017 08:21:10.298,15.40341759,1494.75,4,3.52941179,22.5
31-maj-2017 08:21:10.397,15.40341759,1494.75,4,3.52941179,22.5
31-maj-2017 08:21:10.496,15.40341759,1494.75,4,3.52941179,12
31-maj-2017 08:21:10.596,15.40341759,1494.75,4,2.74509811,12
31-maj-2017 08:21:10.696,15.40341759,1494.75,4,2.74509811,12
31-maj-2017 08:21:10.795,15.40341759,1494.75,4,2.74509811,12
31-maj-2017 08:21:10.897,15.40341759,1494.75,4,2.74509811,12
31-maj-2017 08:21:10.997,13.74895096,1494.75,4,2.74509811,12
31-maj-2017 08:21:11.096,13.74895096,1494.75,3.75,2.74509811,12
31-maj-2017 08:21:11.196,13.74895096,1494.75,3.75,2.74509811,12
31-maj-2017 08:21:11.295,13.74895096,1405.75,3.75,2.74509811,12
31-maj-2017 08:21:11.396,13.74895096,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:11.496,13.74895096,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:11.597,13.74895096,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:11.696,13.74895096,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:11.796,13.74895096,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:11.897,16.02429199,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:11.997,16.02429199,1405.75,3.75,2.74509811,3.5
31-maj-2017 08:21:12.097,16.02429199,1405.75,4.25,2.74509811,3.5
31-maj-2017 08:21:12.198,16.02429199,972,4.25,2.74509811,3.5
31-maj-2017 08:21:12.297,16.02429199,972,4.25,2.74509811,3.5
31-maj-2017 08:21:12.396,16.02429199,972,4.25,2.74509811,9
31-maj-2017 08:21:12.496,16.02429199,972,4.25,1.96078432,9
31-maj-2017 08:21:12.595,16.02429199,972,4.25,1.96078432,9
31-maj-2017 08:21:12.696,16.02429199,972,4.25,1.96078432,9
31-maj-2017 08:21:12.795,14.5133791,972,4.25,1.96078432,9
31-maj-2017 08:21:12.898,14.5133791,972,4.25,1.96078432,9
31-maj-2017 08:21:13.000,14.5133791,972,3.5,1.96078432,9
31-maj-2017 08:21:13.097,14.5133791,972,3.5,1.96078432,9
31-maj-2017 08:21:13.197,14.5133791,830,3.5,1.96078432,9
31-maj-2017 08:21:13.297,14.5133791,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.396,14.5133791,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.495,14.5133791,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.595,14.5133791,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.698,14.5133791,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.796,13.76689434,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.898,13.76689434,830,3.5,1.96078432,7.5
31-maj-2017 08:21:13.998,13.76689434,830,3.75,1.96078432,7.5
31-maj-2017 08:21:14.099,13.76689434,830,3.75,1.96078432,7.5
31-maj-2017 08:21:14.197,13.76689434,817.25,3.75,1.96078432,7.5
31-maj-2017 08:21:14.299,13.76689434,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.395,13.76689434,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.496,13.76689434,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.597,13.76689434,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.697,13.76689434,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.797,14.86867619,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.898,14.86867619,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:14.998,14.86867619,817.25,3.75,1.96078432,6.5
31-maj-2017 08:21:15.095,14.86867619,827,3.75,1.96078432,6.5
31-maj-2017 08:21:15.197,14.86867619,827,3.75,1.96078432,6.5
31-maj-2017 08:21:15.297,14.86867619,827,3.75,1.96078432,5
31-maj-2017 08:21:15.396,14.86867619,827,3.75,2.35294127,5
31-maj-2017 08:21:15.496,14.86867619,827,3.75,2.35294127,5
31-maj-2017 08:21:15.596,14.86867619,827,3.75,2.35294127,5
31-maj-2017 08:21:15.696,14.86867619,827,3.75,2.35294127,5
31-maj-2017 08:21:15.795,14.75024414,827,3.75,2.35294127,5
31-maj-2017 08:21:15.896,14.75024414,827,3.75,2.35294127,5
31-maj-2017 08:21:15.996,14.75024414,827,3.75,2.35294127,5
31-maj-2017 08:21:16.097,14.75024414,845,3.75,2.35294127,5
31-maj-2017 08:21:16.198,14.75024414,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.296,14.75024414,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.396,14.75024414,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.496,14.75024414,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.596,14.75024414,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.696,15.17014122,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.797,15.17014122,845,3.75,2.35294127,4.5
31-maj-2017 08:21:16.897,15.17014122,845,4.5,2.35294127,4.5
31-maj-2017 08:21:16.997,15.17014122,795.5,4.5,2.35294127,4.5
31-maj-2017 08:21:17.097,15.17014122,795.5,4.5,2.35294127,4.5
31-maj-2017 08:21:17.199,15.17014122,795.5,4.5,2.35294127,0.5
31-maj-2017 08:21:17.296,15.17014122,795.5,4.5,2.35294127,0.5
31-maj-2017 08:21:17.396,15.17014122,795.5,4.5,3.52941179,0.5
31-maj-2017 08:21:17.496,15.17014122,795.5,4.5,3.52941179,0.5
31-maj-2017 08:21:17.597,15.17014122,795.5,4.5,3.52941179,0.5
31-maj-2017 08:21:17.697,28.13312721,795.5,4.5,3.52941179,0.5
31-maj-2017 08:21:17.796,28.13312721,795.5,5.25,3.52941179,0.5
31-maj-2017 08:21:17.897,28.13312721,795.5,5.25,3.52941179,0.5
31-maj-2017 08:21:17.997,28.13312721,799.5,5.25,3.52941179,0.5
31-maj-2017 08:21:18.097,28.13312721,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.198,28.13312721,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.298,28.13312721,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.396,28.13312721,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.495,28.13312721,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.595,28.2228508,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.697,28.2228508,799.5,5.25,3.52941179,-3
31-maj-2017 08:21:18.797,28.2228508,799.5,5,3.52941179,-3
31-maj-2017 08:21:18.897,28.2228508,840,5,3.52941179,-3
31-maj-2017 08:21:18.998,28.2228508,840,5,3.52941179,-3
31-maj-2017 08:21:19.096,28.2228508,840,5,3.52941179,1.5
31-maj-2017 08:21:19.196,28.2228508,840,5,3.13725495,1.5
31-maj-2017 08:21:19.296,28.2228508,840,5,3.13725495,1.5
31-maj-2017 08:21:19.396,28.2228508,840,5,3.13725495,1.5
31-maj-2017 08:21:19.495,29.03752327,840,5,3.13725495,1.5
31-maj-2017 08:21:19.595,29.03752327,840,5,3.13725495,1.5
31-maj-2017 08:21:19.697,29.03752327,840,5.25,3.13725495,1.5
31-maj-2017 08:21:19.796,29.03752327,840,5.25,3.13725495,1.5
31-maj-2017 08:21:19.897,29.03752327,854.75,5.25,3.13725495,1.5
31-maj-2017 08:21:19.999,29.03752327,854.75,5.25,3.13725495,1.5
31-maj-2017 08:21:20.095,29.03752327,854.75,5.25,3.13725495,2
31-maj-2017 08:21:20.198,29.03752327,854.75,5.25,3.13725495,2
31-maj-2017 08:21:20.298,29.03752327,854.75,5.25,3.13725495,2
31-maj-2017 08:21:20.397,29.03752327,854.75,5.25,3.13725495,2
31-maj-2017 08:21:20.496,29.21696854,854.75,5.25,3.13725495,2
31-maj-2017 08:21:20.596,29.21696854,854.75,5.25,3.13725495,2
31-maj-2017 08:21:20.697,29.21696854,854.75,5,3.13725495,2
31-maj-2017 08:21:20.798,29.21696854,854.75,5,3.13725495,2
31-maj-2017 08:21:20.897,29.21696854,864.5,5,3.13725495,2
31-maj-2017 08:21:20.997,29.21696854,864.5,5,3.13725495,2
31-maj-2017 08:21:21.097,29.21696854,864.5,5,3.13725495,2
31-maj-2017 08:21:21.196,29.21696854,864.5,5,2.74509811,2
31-maj-2017 08:21:21.296,29.21696854,864.5,5,2.74509811,2
31-maj-2017 08:21:21.397,29.21696854,864.5,5,2.74509811,2
31-maj-2017 08:21:21.496,29.39955139,864.5,5,2.74509811,2
31-maj-2017 08:21:21.598,29.39955139,864.5,5,2.74509811,2
31-maj-2017 08:21:21.696,29.39955139,864.5,4.5,2.74509811,2
31-maj-2017 08:21:21.797,29.39955139,864.5,4.5,2.74509811,2
31-maj-2017 08:21:21.899,29.39955139,905.25,4.5,2.74509811,2
31-maj-2017 08:21:21.997,29.39955139,905.25,4.5,2.74509811,0
31-maj-2017 08:21:22.097,29.39955139,905.25,4.5,2.74509811,0
31-maj-2017 08:21:22.197,29.39955139,905.25,4.5,2.35294127,0
31-maj-2017 08:21:22.297,29.39955139,905.25,4.5,2.35294127,0
31-maj-2017 08:21:22.397,29.39955139,905.25,4.5,2.35294127,0
31-maj-2017 08:21:22.496,29.39955139,905.25,4.5,2.35294127,0
31-maj-2017 08:21:22.596,17.07583046,905.25,4.5,2.35294127,0
31-maj-2017 08:21:22.697,17.07583046,905.25,4.5,2.35294127,0
31-maj-2017 08:21:22.796,17.07583046,905.25,3.5,2.35294127,0
31-maj-2017 08:21:22.896,17.07583046,858.75,3.5,2.35294127,0
31-maj-2017 08:21:22.997,17.07583046,858.75,3.5,2.35294127,0
31-maj-2017 08:21:23.098,17.07583046,858.75,3.5,2.35294127,8
31-maj-2017 08:21:23.197,17.07583046,858.75,3.5,2.35294127,8
31-maj-2017 08:21:23.298,17.07583046,858.75,3.5,2.35294127,8
31-maj-2017 08:21:23.397,17.07583046,858.75,3.5,2.35294127,8
31-maj-2017 08:21:23.496,17.07583046,858.75,3.5,2.35294127,8
31-maj-2017 08:21:23.596,14.36623478,858.75,3.5,2.35294127,8
31-maj-2017 08:21:23.697,14.36623478,858.75,4,2.35294127,8
31-maj-2017 08:21:23.796,14.36623478,858.75,4,2.35294127,8
31-maj-2017 08:21:23.896,14.36623478,839.5,4,2.35294127,8
31-maj-2017 08:21:23.997,14.36623478,839.5,4,2.35294127,5
31-maj-2017 08:21:24.096,14.36623478,839.5,4,2.35294127,5
31-maj-2017 08:21:24.196,14.36623478,839.5,4,1.96078432,5
31-maj-2017 08:21:24.296,14.36623478,839.5,4,1.96078432,5
31-maj-2017 08:21:24.396,14.36623478,839.5,4,1.96078432,5
31-maj-2017 08:21:24.495,14.36623478,839.5,4,1.96078432,5
31-maj-2017 08:21:24.601,11.8145504,839.5,4,1.96078432,5
31-maj-2017 08:21:24.696,11.8145504,839.5,4,1.96078432,5
31-maj-2017 08:21:24.797,11.8145504,839.5,3.75,1.96078432,5
31-maj-2017 08:21:24.900,11.8145504,839.5,3.75,1.96078432,5
31-maj-2017 08:21:24.996,11.8145504,861.25,3.75,1.96078432,5
31-maj-2017 08:21:25.096,11.8145504,861.25,3.75,1.96078432,3.5
31-maj-2017 08:21:25.197,11.8145504,861.25,3.75,1.96078432,3.5
31-maj-2017 08:21:25.297,11.8145504,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.395,11.8145504,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.495,11.8145504,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.596,13.71665001,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.696,13.71665001,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.797,13.71665001,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.897,13.71665001,861.25,3.75,2.35294127,3.5
31-maj-2017 08:21:25.996,13.71665001,811.25,3.75,2.35294127,3.5
31-maj-2017 08:21:26.097,13.71665001,811.25,3.75,2.35294127,3.5
31-maj-2017 08:21:26.197,13.71665001,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.297,13.71665001,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.395,13.71665001,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.495,13.71665001,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.596,15.19885254,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.698,15.19885254,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.796,15.19885254,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.898,15.19885254,811.25,3.75,2.35294127,9.5
31-maj-2017 08:21:26.996,15.19885254,823.75,3.75,2.35294127,9.5
31-maj-2017 08:21:27.098,15.19885254,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.204,15.19885254,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.298,15.19885254,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.396,15.19885254,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.496,15.19885254,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.597,14.91892147,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.696,14.91892147,823.75,3.75,2.35294127,6
31-maj-2017 08:21:27.798,14.91892147,823.75,4,2.35294127,6
31-maj-2017 08:21:27.897,14.91892147,854.75,4,2.35294127,6
31-maj-2017 08:21:27.996,14.91892147,854.75,4,2.35294127,6
31-maj-2017 08:21:28.096,14.91892147,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.197,14.91892147,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.297,14.91892147,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.396,14.91892147,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.495,14.86867619,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.596,14.86867619,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.697,14.86867619,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.796,14.86867619,854.75,4,2.35294127,3.5
31-maj-2017 08:21:28.897,14.86867619,830,4,2.35294127,3.5
31-maj-2017 08:21:28.997,14.86867619,830,4,2.35294127,6.5
31-maj-2017 08:21:29.097,14.86867619,830,4,2.35294127,6.5
31-maj-2017 08:21:29.198,14.86867619,830,4,2.35294127,6.5
31-maj-2017 08:21:29.296,14.86867619,830,4,2.35294127,6.5
31-maj-2017 08:21:29.396,14.86867619,830,4,2.35294127,6.5
31-maj-2017 08:21:29.496,14.75024414,830,4,2.35294127,6.5
31-maj-2017 08:21:29.596,14.75024414,830,4,2.35294127,6.5
31-maj-2017 08:21:29.697,14.75024414,830,4,2.35294127,6.5
31-maj-2017 08:21:29.797,14.75024414,829.25,4,2.35294127,6.5
31-maj-2017 08:21:29.895,14.75024414,829.25,4,2.35294127,6.5
31-maj-2017 08:21:29.996,14.75024414,829.25,4,2.35294127,6.5
31-maj-2017 08:21:30.096,14.75024414,829.25,4,2.35294127,6.5
31-maj-2017 08:21:30.197,14.75024414,829.25,4,2.35294127,6.5
31-maj-2017 08:21:30.297,14.75024414,829.25,4,2.35294127,6.5
31-maj-2017 08:21:30.396,14.75024414,829.25,4,2.35294127,6.5
